text,label
"features nonsensical and laughable plotting , wooden performances",0
"running on empty , repeating what he 's already done way too often",0
"flows forwards and back , weaving themes among three strands which allow us to view events as if through a prism",1
top-billed star bruce willis,1
added clout,1
"the movie should win the band a few new converts , too",1
boyd 's screenplay ( co-written with guardian hack nick davies ) has a florid turn of phrase that owes more to guy ritchie than the bard of avon .,0
artsy and often pointless,0
undermines the possibility for an exploration of the thornier aspects of the nature/nurture argument in regards to homosexuality,0
strained caper movies that 's hardly any fun to watch and,0
was n't just bad,0
has something interesting to say,1
"failing , ultimately , to make something bigger out of its scrapbook of oddballs",0
a rating of zero,0
for almost the first two-thirds of martin scorsese 's 168-minute gangs of new york,1
lustrous polished visuals,1
highly uneven and inconsistent ... margarita happy hour kinda resembles the el cheapo margaritas served within .,0
based filmmakers anne de marcken and marilyn freeman did just that and it 's what makes their project so interesting,1
"an interesting topic , some intriguing characters and a sad ending",1
its appeal,1
such an engrossing story that will capture the minds and hearts of many,1
tie together beautifully,1
is disappointingly generic .,0
more experimental in its storytelling,1
making it relatively effortless to read and follow the action at the same time,1
common sense,1
a dungpile,0
one hour photo is a sobering meditation on why we take pictures .,1
"the mothman prophecies , which is mostly a bore",0
being simpleminded,0
a sense of action,1
bland songs,0
"elling '' manages to do all three quite well , making it one of the year 's most enjoyable releases",1
"for a depressing story that throws a bunch of hot-button items in the viewer 's face and asks to be seen as hip , winking social commentary",0
"i thought the relationships were wonderful , the comedy was funny , and the love ` real '",1
spaces,1
"woven together handsomely , recalling sixties ' rockumentary milestones from lonely boy to do n't look back .",1
"human experience -- drama , conflict , tears and surprise -- that it transcends the normal divisions between fiction and nonfiction film",1
", this is the one .",1
"will undoubtedly play well in european markets , where mr. besson is a brand name , and in asia , where ms. shu is an institution , but american audiences will probably find it familiar and insufficiently cathartic",0
great material,1
does n't quite know how to fill a frame .,0
first-time director joão pedro rodrigues ' unwillingness to define his hero 's background or motivations,0
"a caffeinated , sloppy brilliance ,",1
mean-spirited,0
the weight of water comes to resemble the kind of soft-core twaddle you 'd expect to see on showtime 's ` red shoe diaries . ',0
seeing because it 's so bad,0
back to a time when movies had more to do with imagination than market research .,1
a heartfelt romance,1
it is definitely worth seeing .,1
any of the signposts,0
solo,1
this is classic nowheresville in every sense,0
how first-time director kevin donovan managed to find something new to add to the canon of chan,1
sincere acting,1
straight-shooting family film,1
evokes the bottom tier of blaxploitation flicks from the 1970s .,0
the old mib label stands for milder is n't better .,0
having been recycled more times than i 'd care to count,0
"for a movie that tries to be smart , it 's kinda dumb .",0
it 's hardly watchable,0
like a typical bible killer story,0
although some viewers will not be able to stomach so much tongue-in-cheek weirdness,0
"seagal ran out of movies years ago ,",0
rescue brown sugar from the curse of blandness,0
unfaithful is at once intimate and universal cinema .,1
her agreeably startling use of close-ups,1
corny sentimentality,0
"a divine monument to a single man 's struggle to regain his life , his dignity and his music",1
to wait for the video,0
lethally dull,0
"a baffling subplot involving smuggling drugs inside danish cows falls flat , and if you 're going to alter the bard 's ending , you 'd better have a good alternative",0
unbelievable,1
find it more than capable of rewarding them,1
landmark as monumental as disney 's 1937 breakthrough snow white and the seven dwarfs,1
overlong,0
"the characterizations and dialogue lack depth or complexity , with the ironic exception of scooter .",0
there is truth here,1
"nobody seems to have cared much about any aspect of it , from its cheesy screenplay to the grayish quality of its lighting to its last-minute , haphazard theatrical release .",0
"a stylish but steady , and ultimately very satisfying , piece of character-driven storytelling",1
repetitious,0
", irredeemably awful .",0
good theatre,1
generous and,1
a terrific performance in this fascinating portrait of a modern lothario,1
"makes the silly spy vs. spy film the sum of all fears , starring ben affleck , seem downright hitchcockian",0
", reverent , and subtly different",1
parker exposes the limitations of his skill and the basic flaws in his vision . ',0
"does n't end up having much that is fresh to say about growing up catholic or , really , anything .",0
spider-man,1
the film operates nicely off the element of surprise,1
", windtalkers seems to have ransacked every old world war ii movie for overly familiar material .",0
", in praise of love lacks even the most fragmented charms i have found in almost all of his previous works .",0
a literary detective story is still a detective story and aficionados of the whodunit wo n't be disappointed,1
lived in a state of quiet desperation,0
"by the cast members , who seem bound and determined to duplicate bela lugosi 's now-cliched vampire accent",0
", the film has in kieran culkin a pitch-perfect holden .",1
daring and beautifully made,1
"seen through the right eyes , with the right actors and with the kind of visual flair that shows what great cinema can really do .",1
one moment,1
's much to recommend the film .,1
glides gracefully from male persona to female without missing a beat,1
have sprung from such a great one,1
"with such a buoyant , expressive flow of images",1
give i am trying to break your heart an attraction it desperately needed,0
episode ii -- attack of the clones is a technological exercise that lacks juice and delight .,0
is n't a new idea,0
"maybe not a classic , but a movie the kids will want to see over and over again .",1
"is a beautiful , aching sadness to it all",1
feels at odds with the rest of the film .,0
by its end offers a ray of hope to the refugees able to look ahead and resist living in a past,1
"as far as art is concerned , it 's mission accomplished",1
sentimentalized,0
"a movie filled with unlikable , spiteful idiots",0
"the creative animation work may not look as fully ` rendered ' as pixar 's industry standard , but it uses lighting effects and innovative backgrounds to an equally impressive degree",1
( a ) devastatingly powerful and astonishingly vivid holocaust drama .,1
"all it amounts to is a mildly funny , sometimes tedious , ultimately insignificant film",0
"resident evil is n't a product of its cinematic predecessors so much as an mtv , sugar hysteria , and playstation cocktail .",0
favor of tradition and warmth,1
a jaw-droppingly beautiful work that upends nearly every cliché,1
funny and human and really,1
offer some modest amusements,1
visually striking,1
'll be white-knuckled and unable to look away,1
warm your heart without making you feel guilty about it,1
so old-fashioned,0
gives everyone,1
on crummy-looking videotape,0
frustrations,0
feel the love,1
is powerful and provocative,1
british comedy,1
a man has made about women since valley of the dolls,1
are likely to be as heartily sick of mayhem as cage 's war-weary marine,0
in a well-balanced fashion,1
no apparent reason except,0
because of its broad racial insensitivity towards african-americans,0
wander into the dark areas of parent-child relationships,0
the type of dumbed-down exercise in stereotypes that gives the ( teen comedy ),0
", enveloping affection",1
you 've got to admire ... the intensity with which he 's willing to express his convictions,1
farcically bawdy,0
a better satiric target,0
this quality band may pick up new admirers,1
pure disney,1
"leave the same way you came -- a few tasty morsels under your belt , but no new friends",0
a catalyst for the struggle of black manhood in restrictive and chaotic america ...,1
's quaid who anchors the film with his effortless performance and that trademark grin of his -- so perfect for a ballplayer .,1
"goofy , life-affirming moments",1
"a clever and cutting , quick and dirty look at modern living and movie life",1
`` new best friend '',1
living harmoniously,1
how i killed my father compelling,1
dickens ' words and writer-director douglas mcgrath 's even-toned direction,1
and mind-numbing indifference,0
"one of my greatest pictures , drunken master",1
"'s taken one of the world 's most fascinating stories and made it dull , lifeless , and irritating",0
"when he is not more lucratively engaged in the shameless self-caricature of ` analyze this ' ( 1999 ) and ` analyze that , ' promised ( or threatened ) for later this year",0
obscenely bad dark comedy,0
a groundbreaking endeavor,1
time fillers between surf shots,0
a welcome relief from the usual two-dimensional offerings,1
the nature of compassion,1
"most importantly ,",1
exceedingly memorable,1
"dwells on crossing-over mumbo jumbo , manipulative sentimentality , and sappy dialogue .",0
"( jeff 's ) gorgeous ,",1
the history is fascinating ;,1
"anyone who suffers through this film deserves , at the very least , a big box of consolation candy .",0
often-funny drama,1
all will be greek to anyone not predisposed to the movie 's rude and crude humor .,0
great actors hamming it up,1
entertaining tricks,1
overly convenient,0
"the film has an infectious enthusiasm and we 're touched by the film 's conviction that all life centered on that place , that time and that sport",1
", this nasty comedy pokes fun at the same easy targets as other rowdy raunch-fests -- farts , boobs , unmentionables -- without much success .",0
"in such a straightforward , emotionally honest manner that by the end",1
"a wry , affectionate delight .",1
eight legged freaks falls flat as a spoof .,0
"is not show-stoppingly hilarious , but scathingly witty nonetheless .",1
poo,0
children 's ' song,1
made me feel unclean,0
's peppered with false starts and populated by characters who are nearly impossible to care about,0
is so often less,0
fantastically vital,1
's not too bad,1
polanski has found the perfect material with which to address his own world war ii experience in his signature style .,1
", for its eccentric , accident-prone characters , and for the crazy things that keep people going in this crazy life",1
is the case of a pregnant premise being wasted by a script that takes few chances and manages to insult the intelligence of everyone in the audience .,0
the problems,0
overflowing,1
"exists ,",1
probably one of the best since the last waltz,1
is a wonderful thing ;,1
a comedy that swings and jostles to the rhythms of life,1
awful acts,0
will wear thin on all,0
draws you,1
is a small gem,1
of outrageous force and craven concealment,0
trotting out threadbare standbys,0
"like many western action films , this thriller is too loud and thoroughly overbearing",0
"the movie is n't painfully bad , something to be ` fully experienced ' ; it 's just tediously bad , something to be fully forgotten .",0
pay to see it,1
"the effort is sincere and the results are honest ,",1
"during the tuxedo 's 90 minutes of screen time , there is n't one true ` chan moment ' .",0
... it 's robert duvall !,1
this unique and entertaining twist,1
much better documentary,1
it a party worth attending,1
becomes instead a grating endurance test .,0
very least,0
infectious enthusiasm,1
the viewer 's patience with slow pacing and,0
stirs us as well,1
impossible spot,0
"remarkably fuddled about motives and context , which drains it of the dramatic substance that would shake us in our boots ( or cinema seats )",0
wayward teen,1
a riveting story,1
's nothing interesting in unfaithful whatsoever .,0
a fascinating case study of flower-power liberation -- and the price that was paid for it .,1
"k-19 will not go down in the annals of cinema as one of the great submarine stories ,",0
ample,1
"a subtle , humorous , illuminating study",1
"has been overexposed , redolent of a thousand cliches , and",0
in the best possible senses of both those words,1
a fudged opportunity of gigantic proportions,0
manages to string together enough charming moments to work .,1
the grandeur,1
"atrociously , mind-numbingly , indescribably bad movie",0
's because there 's no discernible feeling beneath the chest hair,0
complex portrait of a modern israel that is rarely seen on-screen,1
you 're not fans of the adventues of steve and terri,0
"that he 's going to make a splash even greater than arnold schwarzenegger , jean-claud van damme or steven segal",1
is n't afraid to provoke introspection in both its characters and its audience,1
rock 's stand-up magic,1
